timestamp_s,relative_exertion,mix,ep_target_weight,sustained_energy
22.835,0.2844,0.0000,0.0000,0.0416
22.885,0.2584,0.0000,0.0000,0.0541
22.935,0.2227,0.0000,0.0000,0.1104
22.985,0.1833,0.0000,0.0000,0.2106
23.036,0.1061,0.0000,0.0000,0.1460
23.086,0.0920,0.0000,0.0000,0.1659
23.137,0.1105,0.0000,0.0000,0.1241
23.187,0.1149,0.0000,0.0000,0.1073
23.238,0.1123,0.0000,0.0000,0.0674
23.288,0.1824,0.0000,0.0000,0.0412
23.338,0.2186,0.0000,0.0000,0.0206
23.389,0.2227,0.0000,0.0000,0.0000
23.439,0.1967,0.0000,0.0000,0.1634
23.489,0.2024,0.0000,0.0000,0.1428
23.539,0.1979,0.0000,0.0000,0.1276
23.589,0.1797,0.0000,0.0000,0.0997
23.639,0.1516,0.0000,0.0000,0.0792
23.689,0.1841,0.0000,0.0000,0.0600
23.739,0.1889,0.0000,0.0000,0.0389
23.789,0.1668,0.0000,0.0000,0.0247
23.839,0.1644,0.0000,0.0000,0.0725
23.890,0.4226,0.0000,0.0000,0.1724
23.940,0.3392,0.0000,0.0000,0.1427
23.990,0.3022,0.0000,0.0000,0.1438
24.042,0.2987,0.0000,0.0000,0.1084
24.092,0.2505,0.0000,0.0000,0.1205
24.142,0.1739,0.0000,0.0000,0.1041
24.192,0.1102,0.0000,0.0000,0.1082
24.243,0.1345,0.0000,0.0000,0.0779
24.295,0.1391,0.0000,0.0000,0.1800
24.345,0.1386,0.0000,0.0000,0.1603
24.395,0.1374,0.0000,0.0000,0.1192
24.445,0.1714,0.0000,0.0000,0.1141
24.495,0.1494,0.0000,0.0000,0.0698
24.546,0.1431,0.0000,0.0000,0.0875
24.597,0.1620,0.0000,0.0000,0.0531
24.647,0.1810,0.0000,0.0000,0.0754
24.697,0.1284,0.0000,0.0000,0.0305
24.747,0.1190,0.0000,0.0000,0.1576
24.799,0.3723,0.0000,0.0000,0.1655
24.849,0.2761,0.0000,0.0000,0.1823
24.900,0.2409,0.0000,0.0000,0.1879
24.950,0.2362,0.0000,0.0000,0.1437
25.000,0.2758,0.0000,0.0000,0.1485
25.052,0.2259,0.0000,0.0000,0.0845
25.102,0.1987,0.0000,0.0000,0.0983
25.152,0.1831,0.0000,0.0000,0.0593
25.203,0.1473,0.0000,0.0000,0.2026
25.253,0.1201,0.0000,0.0000,0.1862
25.304,0.1016,0.0000,0.0000,0.1565
