timestamp_s,relative_exertion,mix,ep_target_weight,sustained_energy
28.960,0.2447,0.9868,1.0000,0.7207
29.010,0.2369,0.9872,1.0000,0.7108
29.061,0.2319,0.9875,0.9984,0.6906
29.111,0.2803,0.9838,0.8900,0.6175
29.162,0.2426,0.9836,0.9750,0.6623
29.214,0.1701,0.9807,0.8988,0.6212
29.264,0.2456,0.9811,0.9946,0.6829
29.314,0.3129,0.9817,1.0000,0.7123
29.364,0.3148,0.9827,1.0000,0.7043
29.414,0.2982,0.9833,1.0000,0.7140
29.464,0.3110,0.9838,1.0000,0.7226
29.514,0.2816,0.9847,1.0000,0.7168
29.564,0.1698,0.9851,0.9986,0.6912
29.617,0.1637,0.9842,0.9919,0.6788
29.668,0.2417,0.9844,0.9914,0.6781
29.718,0.2546,0.9845,0.9877,0.6738
29.768,0.2501,0.9854,1.0000,0.7363
29.819,0.3039,0.9858,1.0000,0.7253
29.871,0.2680,0.9866,0.9989,0.6923
29.922,0.2380,0.9864,0.9771,0.6640
29.973,0.2152,0.9860,0.9757,0.6628
30.024,0.2486,0.9847,0.9620,0.6531
30.074,0.2349,0.9837,0.9509,0.6464
30.125,0.1929,0.9792,0.8864,0.6161
30.177,0.2293,0.9749,0.8336,0.5964
30.227,0.2928,0.9749,0.9763,0.6633
30.278,0.2817,0.9761,0.9954,0.6841
30.328,0.2695,0.9767,0.9962,0.6856
30.378,0.2680,0.9774,0.9987,0.6916
30.428,0.2903,0.9787,1.0000,0.7103
30.478,0.2472,0.9793,0.9992,0.6935
30.530,0.2059,0.9785,0.9711,0.6593
30.581,0.2498,0.9786,0.9834,0.6695
30.632,0.2605,0.9785,0.9764,0.6634
30.682,0.2361,0.9798,1.0000,0.7242
30.732,0.2315,0.9804,1.0000,0.7236
30.782,0.2672,0.9810,1.0000,0.7076
30.832,0.2163,0.9821,1.0000,0.7062
30.882,0.1980,0.9826,0.9998,0.6963
30.935,0.2435,0.9817,0.9439,0.6425
30.986,0.2455,0.9763,0.7994,0.5850
31.037,0.2345,0.9740,0.8997,0.6215
31.088,0.2107,0.9667,0.7818,0.5793
31.138,0.3098,0.9657,0.9332,0.6369
31.188,0.2824,0.9674,0.9969,0.6869
31.237,0.2618,0.9682,0.9914,0.6782
31.288,0.2482,0.9690,0.9946,0.6828
31.339,0.2929,0.9704,0.9948,0.6831
31.389,0.2316,0.9709,0.9863,0.6723
31.439,0.2055,0.9708,0.9679,0.6571
31.489,0.2231,0.9675,0.9472,0.6443
31.539,0.2812,0.9677,0.9769,0.6638
31.589,0.2553,0.9653,0.8848,0.6154
31.639,0.2333,0.9670,1.0000,0.7017
31.689,0.2671,0.9679,1.0000,0.6991
31.742,0.2675,0.9688,0.9971,0.6874
31.789,0.1729,0.9682,0.9397,0.6402
31.839,0.1552,0.9671,0.9334,0.6370
31.890,0.3101,0.9654,0.9348,0.6377
31.941,0.2762,0.9639,0.9159,0.6287
31.992,0.2608,0.9613,0.8756,0.6118
32.043,0.2561,0.9503,0.7155,0.5592
32.093,0.2408,0.9492,0.9139,0.6278
32.146,0.1871,0.9499,0.9726,0.6605
32.193,0.0863,0.9511,0.9692,0.6579
32.243,0.1553,0.9515,0.9637,0.6542
32.294,0.2569,0.9513,0.9464,0.6438
32.344,0.2565,0.9508,0.9338,0.6372
32.395,0.2484,0.9487,0.8813,0.6140
32.446,0.3244,0.9445,0.9229,0.6319
32.497,0.3094,0.9443,0.9383,0.6395
32.551,0.2638,0.9467,0.9999,0.6982
32.601,0.2680,0.9483,0.9997,0.6957
32.651,0.2684,0.9497,0.9953,0.6839
32.702,0.1950,0.9526,0.9997,0.6960
32.752,0.1582,0.9540,0.9994,0.6941
32.806,0.2570,0.9557,0.9727,0.6605
32.856,0.2656,0.9518,0.8255,0.5937
32.907,0.2499,0.9508,0.9157,0.6286
32.957,0.2363,0.9472,0.8241,0.5932
33.007,0.2502,0.9468,0.9340,0.6373
33.058,0.2157,0.9482,0.9941,0.6820
33.108,0.0953,0.9508,0.9884,0.6746
33.159,0.0667,0.9516,0.9793,0.6658
33.210,0.1987,0.9497,0.8963,0.6201
33.260,0.2033,0.9479,0.8894,0.6173
33.310,0.2022,0.9455,0.8651,0.6078
33.360,0.2322,0.9328,0.7859,0.5806
33.410,0.2392,0.9310,0.8714,0.6102
33.461,0.1784,0.9242,0.8653,0.6079
33.511,0.1515,0.9255,0.9683,0.6573
33.561,0.2246,0.9270,0.9762,0.6632
33.613,0.2285,0.9295,0.9727,0.6605
33.663,0.2067,0.9310,0.9819,0.6681
33.716,0.3447,0.9321,0.9518,0.6469
33.766,0.4004,0.9330,0.9622,0.6533
33.816,0.2952,0.9333,0.9439,0.6425
33.867,0.2544,0.9327,0.9111,0.6265
33.917,0.2431,0.9275,0.7608,0.5728
33.971,0.2161,0.9272,0.9159,0.6286
34.018,0.1217,0.9308,0.9928,0.6800
34.068,0.0861,0.9324,0.9833,0.6693
34.118,0.1821,0.9333,0.9265,0.6336
34.169,0.1799,0.9317,0.8790,0.6131
34.219,0.1712,0.9300,0.8753,0.6117
34.269,0.1799,0.9203,0.7493,0.5692
34.319,0.1937,0.9184,0.8556,0.6043
34.369,0.1630,0.9168,0.8663,0.6082
34.419,0.1136,0.9179,0.9816,0.6678
34.469,0.1358,0.9201,0.9900,0.6765
34.519,0.1939,0.9220,0.9843,0.6703
34.569,0.1851,0.9255,0.9802,0.6665
34.619,0.1773,0.9268,0.9672,0.6566
34.669,0.2799,0.9278,0.9594,0.6514
34.720,0.3005,0.9213,0.7267,0.5625
34.770,0.2620,0.9168,0.7733,0.5766
34.821,0.2601,0.9095,0.7298,0.5634
34.872,0.2505,0.9057,0.7820,0.5794
34.923,0.1933,0.9069,0.9475,0.6445
34.974,0.1460,0.9108,0.9689,0.6578
35.025,0.1596,0.9124,0.9624,0.6534
35.075,0.1733,0.9143,0.9400,0.6404
35.125,0.1446,0.9151,0.9384,0.6395
35.175,0.1316,0.9154,0.9249,0.6328
35.226,0.1495,0.9084,0.8049,0.5868
35.276,0.1407,0.9089,0.9220,0.6315
35.329,0.0714,0.9090,0.9250,0.6329
35.379,0.1410,0.9116,0.9964,0.6859
35.429,0.2871,0.9142,0.9999,0.6983
35.479,0.2770,0.9191,0.9974,0.6881
35.529,0.2600,0.9215,0.9978,0.6891
35.579,0.2531,0.9235,0.9881,0.6742
35.628,0.3408,0.9274,0.9894,0.6757
35.680,0.2965,0.9286,0.9661,0.6558
35.731,0.2652,0.9293,0.9274,0.6340
35.781,0.2843,0.9261,0.8240,0.5931
35.832,0.2667,0.9248,0.8813,0.6141
35.882,0.2047,0.9282,0.9868,0.6729
35.932,0.1885,0.9297,0.9780,0.6647
35.985,0.2285,0.9329,0.9858,0.6718
36.035,0.2178,0.9346,0.9878,0.6739
36.085,0.1996,0.9359,0.9793,0.6658
36.135,0.2123,0.9335,0.8425,0.5995
36.185,0.1932,0.9330,0.9172,0.6293
36.236,0.1528,0.9326,0.9208,0.6309
36.286,0.1082,0.9337,0.9887,0.6749
36.336,0.2210,0.9357,1.0000,0.6984
36.386,0.2599,0.9375,0.9979,0.6893
36.436,0.2331,0.9407,0.9907,0.6774
36.487,0.2169,0.9420,0.9825,0.6686
36.538,0.2443,0.9427,0.9333,0.6370
36.588,0.2013,0.9386,0.8070,0.5874
36.638,0.1852,0.9332,0.7572,0.5716
36.689,0.1942,0.9270,0.8084,0.5879
36.739,0.1978,0.9235,0.8101,0.5884
36.789,0.1818,0.9244,0.9552,0.6489
36.839,0.1695,0.9278,0.9786,0.6652
36.890,0.2379,0.9292,0.9759,0.6630
36.941,0.2773,0.9330,0.9966,0.6863
36.991,0.2682,0.9348,0.9956,0.6845
37.041,0.2561,0.9363,0.9830,0.6691
37.091,0.2736,0.9340,0.8960,0.6200
37.141,0.2442,0.9348,0.9620,0.6531
37.191,0.2251,0.9339,0.9026,0.6228
37.241,0.2350,0.9353,0.9925,0.6796
37.291,0.2988,0.9371,0.9959,0.6851
37.344,0.2508,0.9399,0.9812,0.6675
37.394,0.2339,0.9408,0.9674,0.6567
37.445,0.2439,0.9402,0.9206,0.6308
37.495,0.2319,0.9405,0.9472,0.6443
37.545,0.1935,0.9397,0.9139,0.6278
37.595,0.1575,0.9379,0.8799,0.6135
37.646,0.2188,0.9291,0.7296,0.5633
37.696,0.2525,0.9266,0.8428,0.5997
37.747,0.2414,0.9289,0.9740,0.6615
37.798,0.2435,0.9298,0.9609,0.6524
37.848,0.2969,0.9310,0.9685,0.6575
37.898,0.2844,0.9342,0.9908,0.6774
37.949,0.2667,0.9359,0.9905,0.6771
37.999,0.2685,0.9370,0.9708,0.6591
38.049,0.2689,0.9317,0.8691,0.6093
38.099,0.2349,0.9310,0.9074,0.6249
38.153,0.1910,0.9309,0.9586,0.6510
38.203,0.2776,0.9325,0.9844,0.6704
38.253,0.3224,0.9337,0.9732,0.6609
38.303,0.2609,0.9352,0.9547,0.6486
38.353,0.2754,0.9357,0.9514,0.6467
38.403,0.3139,0.9361,0.9518,0.6469
38.452,0.2162,0.9319,0.8084,0.5879
38.503,0.1903,0.9255,0.7179,0.5599
38.553,0.1876,0.9230,0.8423,0.5995
38.603,0.2212,0.9149,0.7550,0.5710
38.652,0.2146,0.9132,0.8576,0.6050
38.703,0.2162,0.8979,0.5673,0.5180
38.754,0.2749,0.8837,0.4262,0.4803
38.805,0.2809,0.8671,0.3296,0.4537
38.855,0.2188,0.8285,0.1903,0.4117
38.906,0.2051,0.8071,0.1139,0.3840
38.956,0.2154,0.7608,0.0134,0.3274
39.007,0.1715,0.7410,0.1005,0.3785
39.057,0.1548,0.7204,0.0551,0.3570
39.107,0.2459,0.6843,0.1976,0.4141
39.157,0.4153,0.6669,0.1033,0.3797
39.207,0.3214,0.6472,0.0109,0.3246
39.257,0.2940,0.6089,0.0000,0.2558
39.307,0.3031,0.5907,0.0000,0.2047
39.360,0.2366,0.5560,0.0070,0.3197
39.411,0.1454,0.5394,0.0027,0.3120
39.462,0.1107,0.5232,0.0000,0.2956
39.512,0.1282,0.4923,0.0000,0.2500
39.562,0.1329,0.4775,0.0000,0.2930
39.614,0.1340,0.4650,0.0614,0.3603
39.662,0.1502,0.4382,0.0000,0.2934
39.713,0.1612,0.4251,0.0000,0.2933
39.763,0.1200,0.4000,0.0000,0.2986
39.813,0.1085,0.3881,0.0043,0.3154
39.863,0.1471,0.3769,0.0148,0.3288
39.914,0.2255,0.3552,0.0189,0.3326
39.964,0.2275,0.3452,0.0234,0.3365
40.014,0.2265,0.3352,0.0109,0.3247
40.064,0.3580,0.3243,0.1175,0.3855
40.114,0.3322,0.3148,0.0103,0.3239
40.164,0.2962,0.3054,0.0000,0.2897
40.214,0.3191,0.2873,0.0000,0.2718
40.265,0.3269,0.2787,0.0000,0.2766
40.316,0.1969,0.2623,0.0000,0.2471
40.366,0.1497,0.2544,0.0000,0.2100
40.416,0.1652,0.2468,0.0000,0.2508
40.466,0.1931,0.2322,0.0000,0.2668
40.516,0.1784,0.2278,0.0856,0.3720
40.566,0.1686,0.2221,0.0388,0.3474
40.616,0.2173,0.2090,0.0000,0.2845
40.666,0.2026,0.2027,0.0000,0.2724
40.717,0.1620,0.1907,0.0000,0.2583
40.767,0.1519,0.1850,0.0000,0.2482
40.817,0.1915,0.1795,0.0000,0.2119
40.867,0.1741,0.1689,0.0000,0.2502
40.918,0.1586,0.1638,0.0000,0.2509
40.971,0.1567,0.1589,0.0000,0.2651
41.018,0.3227,0.1539,0.0537,0.3562
41.068,0.2956,0.1493,0.0001,0.3017
41.118,0.2733,0.1405,0.0000,0.2281
41.169,0.3060,0.1362,0.0000,0.1865
41.221,0.2969,0.1322,0.0000,0.2144
41.269,0.1814,0.1244,0.0000,0.2667
41.319,0.1348,0.1206,0.0000,0.2572
41.370,0.1668,0.1135,0.0000,0.2248
41.420,0.1626,0.1101,0.0000,0.1704
41.470,0.1617,0.1068,0.0000,0.2977
41.520,0.1634,0.1005,0.0000,0.2460
41.571,0.1816,0.0975,0.0000,0.2360
41.621,0.1540,0.0945,0.0000,0.2495
41.671,0.1251,0.0889,0.0000,0.2832
41.723,0.2518,0.0863,0.0000,0.2971
41.776,0.2895,0.0812,0.0000,0.2765
41.826,0.2587,0.0787,0.0000,0.2827
41.876,0.2471,0.0764,0.0000,0.2756
41.926,0.2486,0.0757,0.1025,0.3794
41.976,0.1795,0.0737,0.0071,0.3198
42.027,0.1493,0.0715,0.0000,0.2745
42.077,0.1515,0.0672,0.0000,0.2477
42.128,0.1584,0.0652,0.0000,0.2427
42.178,0.1401,0.0614,0.0000,0.2496
42.228,0.1362,0.0595,0.0000,0.2018
42.278,0.2561,0.0577,0.0000,0.2519
42.328,0.3102,0.0543,0.0000,0.2301
42.378,0.2963,0.0527,0.0012,0.3081
42.429,0.2829,0.0524,0.0410,0.3488
42.479,0.3065,0.0493,0.0000,0.2609
42.529,0.2855,0.0478,0.0000,0.2573
42.581,0.1567,0.0450,0.0000,0.2465
42.631,0.1348,0.0436,0.0000,0.2611
42.682,0.1838,0.0423,0.0000,0.2436
42.733,0.1868,0.0398,0.0000,0.2313
42.783,0.1784,0.0386,0.0000,0.2632
42.833,0.1714,0.0364,0.0030,0.3127
42.883,0.1587,0.0365,0.0395,0.3478
42.933,0.1243,0.0354,0.0000,0.3008
42.985,0.0962,0.0333,0.0000,0.2327
43.035,0.1260,0.0323,0.0000,0.2044
43.085,0.1353,0.0304,0.0000,0.2470
43.135,0.1280,0.0295,0.0000,0.2420
43.185,0.1473,0.0286,0.0000,0.2345
43.235,0.2422,0.0269,0.0000,0.2124
43.285,0.2192,0.0261,0.0000,0.1765
43.336,0.1880,0.0252,0.0192,0.3329
43.386,0.2620,0.0244,0.0000,0.2963
43.437,0.2850,0.0237,0.0000,0.2605
43.487,0.2030,0.0223,0.0000,0.2804
43.537,0.1808,0.0216,0.0000,0.2789
43.589,0.3395,0.0205,0.0035,0.3139
43.639,0.3207,0.0199,0.0000,0.2699
43.689,0.2897,0.0196,0.0097,0.3232
43.740,0.2833,0.0187,0.0007,0.3062
43.790,0.3227,0.0212,0.1035,0.3798
43.841,0.1982,0.0246,0.0218,0.3352
43.891,0.1599,0.0239,0.0000,0.2850
43.941,0.1391,0.0232,0.0000,0.2650
43.991,0.1617,0.0218,0.0000,0.2454
44.041,0.1508,0.0211,0.0000,0.2537
44.091,0.1301,0.0199,0.0000,0.1874
44.141,0.1559,0.0193,0.0000,0.2167
44.191,0.1434,0.0187,0.0000,0.2341
44.241,0.0885,0.0176,0.0000,0.2822
44.291,0.0756,0.0177,0.0195,0.3332
44.343,0.1824,0.0166,0.0000,0.2608
44.393,0.1941,0.0161,0.0000,0.2574
44.443,0.1914,0.0156,0.0000,0.2520
44.493,0.2855,0.0147,0.0000,0.2482
44.543,0.3129,0.0143,0.0000,0.2345
44.593,0.2793,0.0139,0.0000,0.1825
44.643,0.2339,0.0130,0.0000,0.2877
44.693,0.2582,0.0126,0.0000,0.2528
44.743,0.2148,0.0151,0.0763,0.3677
44.794,0.1762,0.0151,0.0130,0.3269
44.847,0.1446,0.0146,0.0000,0.2950
44.894,0.2644,0.0137,0.0000,0.2381
44.945,0.2471,0.0133,0.0000,0.1929
44.995,0.1814,0.0125,0.0000,0.2846
45.045,0.2067,0.0122,0.0000,0.2770
45.095,0.2901,0.0118,0.0000,0.2599
45.145,0.2392,0.0111,0.0000,0.2112
45.195,0.2179,0.0110,0.0070,0.3197
45.248,0.2085,0.0114,0.0250,0.3377
45.295,0.2906,0.0108,0.0000,0.2825
45.345,0.2460,0.0104,0.0000,0.2862
45.395,0.2405,0.0098,0.0000,0.2888
45.446,0.3140,0.0097,0.0050,0.3165
45.500,0.3029,0.0096,0.0057,0.3177
45.547,0.2439,0.0090,0.0000,0.2851
45.597,0.2281,0.0087,0.0000,0.2819
45.647,0.2229,0.0118,0.1182,0.3857
45.697,0.2001,0.0145,0.1027,0.3794
45.748,0.1694,0.0143,0.0086,0.3218
45.798,0.1903,0.0135,0.0000,0.2711
45.849,0.1945,0.0131,0.0000,0.2668
45.900,0.1697,0.0123,0.0000,0.2919
45.951,0.1672,0.0119,0.0000,0.2746
46.005,0.1775,0.0116,0.0000,0.2152
46.051,0.1276,0.0109,0.0000,0.2759
46.101,0.1108,0.0106,0.0000,0.2485
46.152,0.1488,0.0131,0.0583,0.3587
46.202,0.3022,0.0129,0.0048,0.3162
46.252,0.2248,0.0125,0.0000,0.2890
46.302,0.2017,0.0118,0.0000,0.2696
46.352,0.2468,0.0114,0.0000,0.2657
46.407,0.2702,0.0111,0.0000,0.2663
46.454,0.2301,0.0104,0.0000,0.1970
46.504,0.2090,0.0101,0.0000,0.2537
46.554,0.2766,0.0095,0.0000,0.2294
46.604,0.2750,0.0099,0.0235,0.3366
46.658,0.2282,0.0108,0.0392,0.3477
46.705,0.2243,0.0102,0.0000,0.2892
46.755,0.2646,0.0099,0.0000,0.2646
46.805,0.2229,0.0093,0.0000,0.2084
46.856,0.2067,0.0090,0.0000,0.2772
46.906,0.2008,0.0087,0.0000,0.2926
46.957,0.2427,0.0082,0.0000,0.2839
47.008,0.2254,0.0080,0.0000,0.2746
47.057,0.2112,0.0079,0.0121,0.3260
47.108,0.2927,0.0080,0.0121,0.3260
47.162,0.3550,0.0078,0.0000,0.2810
47.209,0.2187,0.0073,0.0000,0.2715
47.259,0.1974,0.0071,0.0000,0.2823
47.310,0.2590,0.0070,0.0125,0.3264
47.360,0.2403,0.0070,0.0063,0.3186
47.410,0.2199,0.0068,0.0005,0.3052
47.460,0.2107,0.0068,0.0027,0.3121
47.510,0.2145,0.0066,0.0000,0.2971
47.561,0.1573,0.0122,0.0773,0.3682
47.611,0.1510,0.0119,0.0038,0.3143
47.662,0.1703,0.0115,0.0000,0.2823
47.713,0.2065,0.0109,0.0000,0.2609
47.764,0.2025,0.0105,0.0000,0.2673
47.814,0.1978,0.0099,0.0000,0.2566
47.864,0.2132,0.0096,0.0000,0.2062
47.914,0.2094,0.0093,0.0000,0.2361
47.964,0.1658,0.0088,0.0000,0.2172
48.016,0.1591,0.0090,0.0174,0.3313
48.066,0.4133,0.0096,0.0008,0.3064
48.116,0.3230,0.0093,0.0000,0.2760
48.166,0.3055,0.0090,0.0000,0.2749
48.216,0.3373,0.0085,0.0000,0.2622
48.266,0.3095,0.0082,0.0000,0.2607
48.316,0.2468,0.0080,0.0000,0.2354
48.366,0.1609,0.0075,0.0000,0.2423
48.416,0.1974,0.0073,0.0000,0.2501
48.466,0.2052,0.0071,0.0000,0.2762
48.517,0.1729,0.0098,0.0260,0.3385
48.567,0.1693,0.0096,0.0012,0.3082
48.617,0.2136,0.0090,0.0000,0.2693
48.667,0.1825,0.0088,0.0000,0.2279
48.717,0.1671,0.0085,0.0000,0.2790
48.768,0.1711,0.0080,0.0000,0.2869
48.819,0.1752,0.0077,0.0000,0.2739
48.874,0.1637,0.0075,0.0000,0.2658
48.920,0.1444,0.0071,0.0000,0.2763
48.971,0.1950,0.0088,0.0661,0.3627
49.022,0.2191,0.0090,0.0000,0.2880
49.072,0.2090,0.0087,0.0000,0.2749
49.122,0.2035,0.0085,0.0000,0.2866
49.172,0.2771,0.0081,0.0039,0.3145
49.222,0.2299,0.0082,0.0116,0.3254
49.272,0.1983,0.0079,0.0000,0.2836
49.322,0.1978,0.0075,0.0000,0.2948
49.373,0.2085,0.0072,0.0000,0.2851
49.423,0.1948,0.0094,0.0801,0.3695
49.473,0.1808,0.0150,0.0408,0.3487
49.523,0.1880,0.0146,0.0000,0.3009
49.576,0.1813,0.0141,0.0000,0.2917
49.624,0.1029,0.0133,0.0000,0.2828
49.674,0.0868,0.0129,0.0000,0.2913
49.724,0.1481,0.0121,0.0000,0.2167
49.774,0.1579,0.0118,0.0000,0.2697
49.824,0.1648,0.0114,0.0000,0.2689
49.874,0.3332,0.0123,0.0530,0.3558
49.924,0.4125,0.0136,0.0549,0.3569
49.974,0.3359,0.0133,0.0039,0.3145
50.024,0.2680,0.0125,0.0000,0.2722
50.074,0.2797,0.0122,0.0000,0.2630
50.125,0.2733,0.0118,0.0000,0.2659
50.176,0.2017,0.0111,0.0000,0.2301
50.226,0.1814,0.0108,0.0000,0.2386
50.276,0.2017,0.0104,0.0000,0.2745
50.326,0.1922,0.0098,0.0002,0.3029
50.376,0.1829,0.0124,0.0972,0.3771
50.426,0.2029,0.0128,0.0037,0.3142
50.476,0.2379,0.0125,0.0000,0.2954
50.526,0.2125,0.0121,0.0000,0.2721
50.576,0.1723,0.0114,0.0000,0.2788
50.626,0.1935,0.0110,0.0000,0.2958
50.676,0.2366,0.0107,0.0000,0.2887
50.726,0.2156,0.0101,0.0000,0.2671
50.776,0.2043,0.0098,0.0000,0.2436
50.831,0.2741,0.0100,0.0188,0.3326
50.878,0.3039,0.0122,0.0233,0.3363
50.928,0.2817,0.0119,0.0000,0.2927
50.979,0.2677,0.0112,0.0003,0.3042
51.029,0.2688,0.0109,0.0001,0.3018
51.079,0.2123,0.0107,0.0057,0.3178
51.129,0.1725,0.0103,0.0000,0.2814
51.179,0.1661,0.0100,0.0000,0.2910
51.232,0.2376,0.0094,0.0000,0.2809
51.281,0.2137,0.0114,0.0748,0.3670
51.331,0.2027,0.0146,0.1183,0.3858
51.382,0.2127,0.0144,0.0000,0.2936
51.432,0.1974,0.0139,0.0000,0.2881
51.482,0.1562,0.0135,0.0000,0.2815
51.532,0.1065,0.0127,0.0000,0.2849
51.583,0.1669,0.0123,0.0000,0.2733
51.636,0.2030,0.0116,0.0000,0.2402
51.686,0.1899,0.0113,0.0000,0.2424
51.736,0.1850,0.0109,0.0000,0.2012
51.786,0.2046,0.0105,0.0007,0.3063
51.836,0.1634,0.0102,0.0000,0.2646
51.885,0.1289,0.0099,0.0000,0.2494
51.936,0.2183,0.0093,0.0000,0.2376
51.986,0.2378,0.0090,0.0000,0.2494
52.039,0.2413,0.0087,0.0000,0.2454
52.087,0.2297,0.0082,0.0000,0.2130
52.137,0.3043,0.0080,0.0000,0.2538
52.187,0.2838,0.0075,0.0000,0.2571
52.237,0.2671,0.0104,0.1035,0.3798
52.288,0.2515,0.0121,0.0662,0.3628
52.339,0.2678,0.0118,0.0013,0.3084
52.389,0.2184,0.0115,0.0000,0.2897
52.442,0.1745,0.0108,0.0000,0.3012
52.492,0.3197,0.0112,0.0263,0.3387
52.542,0.3238,0.0115,0.0203,0.3338
52.594,0.2694,0.0111,0.0001,0.3028
52.644,0.2546,0.0107,0.0000,0.2844
52.697,0.3099,0.0132,0.1043,0.3801
52.747,0.2047,0.0145,0.0572,0.3581
52.797,0.1644,0.0142,0.0025,0.3117
52.848,0.1661,0.0135,0.0048,0.3162
52.899,0.2210,0.0132,0.0038,0.3144
52.952,0.2061,0.0149,0.0540,0.3564
53.002,0.2075,0.0148,0.0114,0.3252
53.052,0.2956,0.0149,0.0156,0.3296
53.102,0.2720,0.0146,0.0046,0.3159
53.152,0.2447,0.0167,0.0863,0.3723
53.202,0.2230,0.0224,0.2064,0.4169
53.252,0.2255,0.0242,0.0078,0.3208
53.302,0.1996,0.0240,0.0175,0.3314
53.352,0.1593,0.0237,0.0120,0.3258
53.403,0.1933,0.0233,0.0250,0.3377
53.453,0.3092,0.0229,0.0093,0.3226
53.503,0.2569,0.0216,0.0030,0.3128
53.553,0.2370,0.0213,0.0112,0.3249
53.603,0.2442,0.0206,0.0000,0.2937
53.654,0.2088,0.0255,0.0980,0.3775
53.704,0.1681,0.0253,0.0184,0.3322
53.754,0.1212,0.0245,0.0005,0.3049
53.804,0.1796,0.0231,0.0000,0.2905
53.854,0.1996,0.0224,0.0000,0.2913
53.907,0.1865,0.0217,0.0000,0.2904
53.955,0.1838,0.0205,0.0000,0.2313
54.005,0.1957,0.0198,0.0000,0.2811
54.055,0.1359,0.0187,0.0000,0.2671
54.105,0.1098,0.0219,0.1264,0.3890
54.155,0.1208,0.0244,0.1054,0.3806
54.206,0.1786,0.0245,0.0156,0.3296
54.256,0.1783,0.0238,0.0029,0.3126
54.308,0.2424,0.0224,0.0000,0.2900
54.358,0.4190,0.0223,0.0189,0.3326
54.409,0.4008,0.0223,0.0202,0.3338
54.459,0.3005,0.0211,0.0015,0.3090
54.509,0.2749,0.0205,0.0000,0.2919
54.559,0.2727,0.0199,0.0000,0.2844
54.609,0.1620,0.0253,0.1053,0.3806
54.660,0.1308,0.0252,0.0191,0.3329
54.713,0.1583,0.0246,0.0173,0.3312
54.764,0.1716,0.0241,0.0095,0.3229
54.814,0.1714,0.0238,0.0124,0.3263
54.864,0.1663,0.0230,0.0033,0.3134
54.914,0.1739,0.0224,0.0026,0.3119
54.964,0.1639,0.0219,0.0056,0.3175
55.014,0.1102,0.0217,0.0337,0.3440
55.063,0.1059,0.0254,0.1458,0.3962
55.114,0.1663,0.0257,0.0362,0.3457
55.164,0.1814,0.0243,0.0043,0.3153
55.214,0.1714,0.0237,0.0028,0.3124
55.267,0.2454,0.0224,0.0025,0.3117
55.317,0.2746,0.0217,0.0000,0.2989
55.367,0.2557,0.0211,0.0000,0.2467
55.417,0.2395,0.0198,0.0000,0.2958
55.467,0.2681,0.0192,0.0000,0.2727
55.517,0.2646,0.0196,0.0331,0.3437
55.568,0.2186,0.0197,0.0012,0.3080
55.618,0.2060,0.0191,0.0000,0.2786
55.668,0.2506,0.0185,0.0000,0.2693
55.718,0.2376,0.0174,0.0000,0.2565
55.768,0.2255,0.0169,0.0000,0.2575
55.819,0.2229,0.0159,0.0000,0.1898
55.869,0.2110,0.0154,0.0000,0.2338
55.919,0.1566,0.0150,0.0000,0.2364
55.968,0.1230,0.0142,0.0028,0.3125
56.018,0.1984,0.0137,0.0000,0.3004
56.069,0.3501,0.0133,0.0000,0.2661
56.119,0.2515,0.0125,0.0000,0.2442
56.169,0.2405,0.0122,0.0000,0.2139
56.222,0.2942,0.0114,0.0000,0.2766
56.272,0.2720,0.0111,0.0000,0.2735
56.323,0.2420,0.0108,0.0000,0.2627
56.373,0.2348,0.0101,0.0000,0.2400
56.423,0.2605,0.0098,0.0000,0.2531
56.473,0.2323,0.0103,0.0254,0.3380
56.523,0.1775,0.0099,0.0000,0.2786
56.574,0.2097,0.0096,0.0000,0.2823
56.628,0.2637,0.0090,0.0000,0.3001
56.678,0.2486,0.0090,0.0078,0.3208
56.730,0.2409,0.0091,0.0109,0.3246
56.780,0.2643,0.0085,0.0000,0.2960
56.830,0.2222,0.0083,0.0000,0.3000
56.880,0.1826,0.0080,0.0000,0.2860
56.931,0.2383,0.0111,0.0905,0.3742
56.981,0.3125,0.0110,0.0072,0.3200
57.031,0.2667,0.0107,0.0000,0.2729
57.081,0.2378,0.0101,0.0000,0.2715
57.131,0.2877,0.0098,0.0000,0.2739
57.181,0.3018,0.0095,0.0000,0.2923
57.231,0.2000,0.0089,0.0000,0.2499
57.281,0.1812,0.0086,0.0000,0.2954
57.333,0.2292,0.0081,0.0000,0.2741
57.383,0.2235,0.0113,0.1154,0.3846
57.433,0.2222,0.0135,0.0827,0.3707
57.483,0.2711,0.0131,0.0012,0.3081
57.533,0.2812,0.0127,0.0000,0.2955
57.584,0.2608,0.0123,0.0000,0.2780
57.635,0.2356,0.0116,0.0000,0.2792
57.685,0.2412,0.0112,0.0000,0.2509
57.739,0.2038,0.0106,0.0000,0.2682
57.789,0.1663,0.0102,0.0000,0.2487
57.839,0.1548,0.0099,0.0000,0.2869
57.889,0.3868,0.0129,0.0393,0.3477
57.939,0.3489,0.0127,0.0064,0.3188
57.989,0.3116,0.0123,0.0002,0.3029
58.039,0.3282,0.0116,0.0000,0.2355
58.090,0.3260,0.0113,0.0000,0.2611
58.143,0.1835,0.0106,0.0000,0.2729
58.193,0.1269,0.0103,0.0000,0.2708
58.243,0.1263,0.0100,0.0000,0.2674
